Drop Information	Freeze Temperature	Diameter (microns)
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.63	51.75
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.62	30.75
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.62	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.60	32.75
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.59	30.76
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.59	32.76
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.57	31.94
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.56	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.54	33.61
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.54	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.52	44.70
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.51	30.54
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.50	31.10
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.50	31.28
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.45	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.45	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-27.43	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.42	32.20
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.42	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.42	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.40	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.38	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-27.38	36.51
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.37	42.48
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.36	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.36	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.30	35.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-27.30	32.03
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.28	31.91
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.24	30.98
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.24	31.31
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.24	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.22	30.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.20	33.35
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.18	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.18	32.59
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.18	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.16	31.67
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.13	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-27.10	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.08	30.74
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.07	32.63
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.05	36.50
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.05	37.74
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.04	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.04	39.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.03	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.03	43.72
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-27.02	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.00	31.31
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-27.00	32.99
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-27.00	44.73
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.98	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.97	44.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.95	25.60
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.95	28.26
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.95	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.92	39.10
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.90	35.84
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.90	26.67
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.89	30.23
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.89	30.77
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.87	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.87	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.85	24.51
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.82	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.82	34.60
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.82	37.04
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.80	33.22
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.77	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.75	33.73
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.75	42.78
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.69	30.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.69	37.60
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.66	29.07
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.66	31.80
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.65	31.90
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.65	24.90
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.64	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.64	33.70
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.63	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.62	32.00
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.62	31.93
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.62	34.97
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.62	35.63
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.62	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.60	31.46
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.60	24.51
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.60	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.59	41.02
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.58	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.57	31.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.56	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.55	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.55	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.55	36.71
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.54	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.53	30.85
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.53	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.52	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.52	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.52	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.52	31.12
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.52	31.47
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.50	30.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.50	31.20
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.50	42.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.50	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.50	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.48	30.99
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.48	26.00
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.47	45.97
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.47	34.62
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.46	26.06
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.46	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.45	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.45	31.76
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.44	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.44	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.44	30.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.44	32.64
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.43	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.42	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.42	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.40	32.83
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.40	34.65
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.40	44.70
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.39	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.38	38.13
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.37	30.55
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.36	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.36	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.33	27.36
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.33	30.93
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.33	27.24
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.32	21.79
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.31	43.58
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.30	32.57
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.30	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.30	36.31
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.30	34.36
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.30	32.69
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.30	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.30	39.42
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.30	40.12
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-10_41_51.avi	-26.25	24.51
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.24	30.92
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.24	31.68
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.24	32.20
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.24	29.96
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.23	38.09
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.23	39.70
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.22	31.34
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.20	29.67
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.20	31.28
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.20	32.28
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-17_16_09.avi	-26.20	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.20	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.20	40.86
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.18	35.41
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151213\IN study with the NCC 0.20g in 1ml water-13_12_2015-14_54_22.avi	-26.18	33.88
E:\Box Sync\LabBox\Naama Reicher\WISDOM Measurements_Naama\20151220\IN study with the NCC 0.20g in 1ml water repeat-20_12_2015-11_38_50.avi	-26.17	36.56
